"gene_id","D1","D3","Z3","MP2","Z1","Z2","MS1","MP1","D7","D9","ZH2","D4","D5","D6"
"ENSMUSG00000091057",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091058",11,0,1,0,0,0,1,0,5,7,5,4,4,3
"ENSMUSG00000091059",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091060",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091061",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091062",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091063",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091064",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091065",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091066",2,0,0,0,3,0,0,0,1,0,1,2,1,2
"ENSMUSG00000091067",2,0,0,1,0,0,4,0,0,0,1,0,0,0
"ENSMUSG00000091068",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091069",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091071",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000091072",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091073",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091074",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091075",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091076",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091077",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091078",0,0,0,0,0,0,0,0,0,3,0,0,0,1
"ENSMUSG00000091079",0,0,0,0,0,0,0,0,0,3,0,2,1,0
"ENSMUSG00000091080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091081",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091082",0,0,0,0,1,0,0,0,0,1,0,1,1,0
"ENSMUSG00000091083",48,44,17,20,30,5,20,16,34,22,31,29,14,35
"ENSMUSG00000091084",0,0,0,3,1,6,1,0,1,2,0,0,0,0
"ENSMUSG00000091086",1799,1602,1305,1060,1349,1477,944,1079,1072,1260,1082,1405,1008,1177
"ENSMUSG00000091087",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091088",6,8,0,0,20,0,6,5,6,20,13,8,15,8
"ENSMUSG00000091089",11,1,0,0,7,0,8,0,0,6,24,5,11,2
"ENSMUSG00000091090",1,0,0,0,0,0,0,0,0,4,3,1,0,0
"ENSMUSG00000091091",1,0,0,1,1,4,4,0,0,0,0,1,0,0
"ENSMUSG00000091093",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091094",27,58,11,2,48,6,86,27,45,47,33,38,61,36
"ENSMUSG00000091095",0,0,0,0,7,0,5,0,5,0,4,1,0,1
"ENSMUSG00000091096",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091097",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091098",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091099",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091100",7,0,0,0,1,0,1,0,4,2,1,4,0,1
"ENSMUSG00000091101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091102",0,3,0,0,5,7,2,0,0,2,3,2,4,4
"ENSMUSG00000091103",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091104",0,0,0,0,0,0,0,0,0,5,0,0,1,1
"ENSMUSG00000091105",2,1,5,3,3,0,6,4,5,3,4,6,4,2
"ENSMUSG00000091106",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091107",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091108",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091109",4,3,3,0,2,0,6,0,1,0,4,0,1,5
"ENSMUSG00000091110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091111",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091112",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000091113",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091114",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091115",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091116",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091117",0,4,0,0,0,0,0,0,0,0,0,2,1,3
"ENSMUSG00000091118",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ENSMUSG00000091119",1,1,5,1,9,0,20,0,6,1,5,2,4,0
"ENSMUSG00000091120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091121",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091122",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091123",5,0,0,0,0,6,4,0,0,1,1,0,0,0
"ENSMUSG00000091124",4,8,4,6,4,14,22,0,14,13,12,12,11,12
"ENSMUSG00000091125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091126",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000091127",28,19,17,5,22,5,10,32,16,15,13,14,11,19
"ENSMUSG00000091128",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091129",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091131",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091132",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091133",3,0,0,3,5,0,6,8,4,2,0,2,2,1
"ENSMUSG00000091134",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091135",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091136",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091137",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091138",6,2,7,4,0,14,1,27,1,8,0,5,0,5
"ENSMUSG00000091139",2,2,0,0,0,1,5,1,2,4,1,1,1,0
"ENSMUSG00000091140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091141",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091142",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091144",157,115,33,83,72,139,94,106,112,107,111,63,84,57
"ENSMUSG00000091145",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091146",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091147",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091148",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091149",0,5,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000091150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091151",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091152",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091153",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091154",3,0,2,3,4,0,1,0,4,1,3,2,2,0
"ENSMUSG00000091155",19,12,3,0,24,0,32,30,25,25,13,17,20,7
"ENSMUSG00000091156",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091157",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091158",32,2,104,23,31,38,39,49,2,21,23,12,33,36
"ENSMUSG00000091159",0,2,8,0,0,0,3,0,1,1,3,0,3,0
"ENSMUSG00000091160",0,0,0,0,0,0,1,0,2,1,2,2,1,0
"ENSMUSG00000091161",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091162",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091163",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000091164",2,6,0,3,6,0,11,2,5,3,4,3,3,4
"ENSMUSG00000091165",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091166",2966,2705,1021,881,1776,985,1073,1684,1967,2121,1856,1735,1496,1607
"ENSMUSG00000091167",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091168",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091169",37,11,4,18,13,14,9,22,7,12,8,6,2,5
"ENSMUSG00000091170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091171",11,11,0,4,6,1,20,0,3,11,6,15,10,4
"ENSMUSG00000091172",2,8,0,0,2,0,3,0,2,7,2,1,3,0
"ENSMUSG00000091173",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091174",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091175",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091176",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091177",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000091178",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091179",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091181",0,3,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000091182",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091183",37,10,36,6,20,55,35,10,25,35,35,40,33,36
"ENSMUSG00000091184",1,1,0,0,0,0,0,0,0,4,3,1,4,2
"ENSMUSG00000091185",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091186",0,0,0,0,0,0,3,0,0,0,1,0,0,0
"ENSMUSG00000091187",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091188",6,1,0,0,8,0,1,0,3,1,2,6,6,0
"ENSMUSG00000091189",0,1,0,8,1,11,0,3,6,8,0,0,0,0
"ENSMUSG00000091190",9,1,0,2,6,0,4,0,0,7,8,2,4,4
"ENSMUSG00000091191",15,25,22,12,9,0,36,5,29,26,36,27,29,18
"ENSMUSG00000091192",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091193",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091194",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091195",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091196",4,0,0,0,10,0,0,0,1,6,0,3,4,5
"ENSMUSG00000091197",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091198",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091199",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000091200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091201",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091202",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091203",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091204",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091205",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091206",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091207",241,207,128,43,454,198,327,172,304,291,372,273,428,300
"ENSMUSG00000091208",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091209",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091210",202,182,61,101,93,44,75,120,118,112,108,68,85,72
"ENSMUSG00000091211",4,5,0,0,1,0,8,5,14,0,0,3,3,8
"ENSMUSG00000091212",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091213",85,67,33,18,62,62,67,37,45,67,60,73,75,58
"ENSMUSG00000091214",46,38,31,27,34,20,30,26,46,53,56,50,33,41
"ENSMUSG00000091215",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091216",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091217",9,10,14,0,8,0,9,12,8,7,12,4,11,4
"ENSMUSG00000091218",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091219",179,155,68,94,107,57,120,79,114,141,93,56,75,94
"ENSMUSG00000091220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091221",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091222",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091223",10,6,0,5,12,2,9,3,24,15,21,18,21,19
"ENSMUSG00000091224",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091225",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091226",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091227",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091228",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091229",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091230",8,0,3,0,1,0,3,0,0,0,0,1,1,1
"ENSMUSG00000091231",0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSMUSG00000091232",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091233",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091234",17,34,12,3,39,19,22,11,32,18,27,15,29,12
"ENSMUSG00000091235",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091236",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091237",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091238",15,16,9,0,0,0,4,5,1,11,3,17,1,8
"ENSMUSG00000091239",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091240",4,1,7,0,0,2,1,0,3,1,10,4,2,2
"ENSMUSG00000091241",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091242",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091243",2,2,0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000091244",56,80,38,12,47,124,112,62,63,52,73,40,51,63
"ENSMUSG00000091245",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091246",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091247",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000091248",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091249",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091251",25,17,13,35,4,7,3,49,10,16,3,11,18,15
"ENSMUSG00000091252",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091253",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091254",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091255",0,0,0,1,3,0,0,0,0,0,2,0,1,0
"ENSMUSG00000091256",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091257",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091258",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091259",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091261",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091262",1,1,0,0,2,0,4,0,4,2,3,1,0,0
"ENSMUSG00000091263",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091264",432,317,191,148,334,421,400,355,300,372,332,300,303,308
"ENSMUSG00000091265",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091266",0,0,0,0,0,0,2,0,2,1,0,1,1,0
"ENSMUSG00000091267",24,36,17,1,42,28,22,2,17,18,24,21,11,26
"ENSMUSG00000091268",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091269",3,1,0,0,1,0,0,2,0,0,2,3,2,1
"ENSMUSG00000091270",7,3,8,0,4,0,15,3,17,11,7,10,11,11
"ENSMUSG00000091271",1,0,0,1,2,0,0,6,0,0,1,0,0,0
"ENSMUSG00000091272",0,0,0,0,0,0,0,0,4,1,5,0,0,0
"ENSMUSG00000091273",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091274",0,6,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091275",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091276",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091277",125,90,32,26,90,115,138,50,115,69,105,110,91,90
"ENSMUSG00000091278",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091279",3,15,3,2,20,12,27,4,38,34,31,37,39,21
"ENSMUSG00000091280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091281",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091282",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091283",0,0,0,0,5,0,0,0,0,1,0,0,4,0
"ENSMUSG00000091285",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091286",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091287",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091288",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091289",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091291",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091292",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091293",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091294",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091295",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091296",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091297",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091298",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091299",328,253,185,153,221,268,202,310,234,209,225,139,210,186
"ENSMUSG00000091300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091301",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091302",29,22,10,9,17,29,57,22,32,38,30,16,30,25
"ENSMUSG00000091303",8,17,7,10,27,19,16,4,12,15,9,10,7,10
"ENSMUSG00000091304",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091305",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091306",1,2,6,0,0,0,0,0,0,0,0,2,1,0
"ENSMUSG00000091307",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091308",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091309",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091311",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000091312",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091313",1,3,0,0,0,0,2,4,4,1,4,0,3,7
"ENSMUSG00000091314",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091315",0,4,0,1,0,0,0,0,0,2,0,2,5,8
"ENSMUSG00000091317",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091318",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091319",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091321",5,2,2,0,6,0,3,2,2,0,3,0,3,4
"ENSMUSG00000091322",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091323",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091324",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091325",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091326",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091327",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091328",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091329",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000091330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091331",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091332",2,0,0,3,3,0,22,0,7,4,4,5,2,4
"ENSMUSG00000091333",32,22,24,6,30,21,21,4,11,14,24,16,21,11
"ENSMUSG00000091334",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091335",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091336",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091337",244,162,89,103,157,159,165,206,107,132,125,88,69,90
"ENSMUSG00000091338",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091339",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091341",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091342",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091343",29,26,12,0,21,24,47,7,18,23,32,34,38,29
"ENSMUSG00000091344",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091345",6,0,0,0,7,0,4,4,1,0,4,1,2,3
"ENSMUSG00000091346",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091347",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091348",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091349",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091351",0,0,0,0,2,0,5,0,0,1,1,0,0,0
"ENSMUSG00000091352",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000091353",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091354",0,0,0,0,0,0,0,3,0,0,0,0,1,0
"ENSMUSG00000091355",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091356",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091357",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091358",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091359",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000091360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091361",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091362",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091363",3,4,0,0,0,0,1,0,1,6,1,5,2,8
"ENSMUSG00000091364",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091365",1,0,0,0,3,0,0,2,1,1,0,0,2,0
"ENSMUSG00000091366",6,2,0,0,0,11,1,0,0,1,0,0,0,0
"ENSMUSG00000091367",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091368",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091369",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091370",2,5,0,0,1,0,0,0,1,1,0,4,3,2
"ENSMUSG00000091371",1,0,0,0,0,0,0,0,1,0,0,1,0,2
"ENSMUSG00000091372",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091373",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091374",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091375",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091376",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091377",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091378",6,0,0,0,0,0,2,0,0,0,0,0,1,1
"ENSMUSG00000091379",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091380",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091381",0,0,0,0,0,0,2,0,0,0,0,1,0,0
"ENSMUSG00000091382",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091383",0,0,0,38,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091384",24,13,10,15,8,16,13,7,21,15,12,15,17,11
"ENSMUSG00000091385",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091386",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091387",193,102,33,30,95,184,362,231,243,154,166,191,263,243
"ENSMUSG00000091388",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000091389",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091390",0,0,0,0,0,0,0,0,0,1,1,0,5,0
"ENSMUSG00000091391",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091392",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091393",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091394",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091395",25,19,8,15,29,25,14,7,21,11,11,8,8,12
"ENSMUSG00000091396",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091397",3,2,3,0,3,0,5,0,1,0,5,3,4,3
"ENSMUSG00000091399",0,0,0,3,0,0,0,8,4,0,0,2,0,0
"ENSMUSG00000091400",0,0,0,2,0,0,0,4,3,0,0,0,0,0
"ENSMUSG00000091401",0,0,0,0,0,0,0,0,0,0,0,0,0,0
