gene_id,D1,D3,Z3,Z1,Z2,MS1,D7,D9,ZH2,D4,D5,D6
ENSMUSG00000083950,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083951,0,5,0,0,0,1,0,1,0,0,1,2
ENSMUSG00000083952,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083953,1,5,0,0,0,4,0,1,1,0,6,0
ENSMUSG00000083954,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083955,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083956,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083957,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083958,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083959,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083960,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083961,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083962,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083963,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083964,13,11,0,7,0,15,7,11,3,8,7,6
ENSMUSG00000083966,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083967,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083969,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083970,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083971,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083972,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083973,0,0,0,0,0,0,0,0,0,2,1,0
ENSMUSG00000083974,1,5,15,1,0,0,1,1,1,0,0,2
ENSMUSG00000083975,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083976,0,0,0,0,0,2,1,2,1,0,0,0
ENSMUSG00000083977,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083978,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083979,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083981,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083982,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083983,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083985,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083986,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000083987,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083988,6,6,0,1,0,0,3,1,4,0,0,1
ENSMUSG00000083989,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083990,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083991,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083992,88,58,20,33,22,22,43,45,26,35,50,62
ENSMUSG00000083993,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000083994,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083995,0,0,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000083996,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083997,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083998,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083999,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084000,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084001,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084002,5,2,0,1,0,0,0,1,0,0,1,1
ENSMUSG00000084003,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084004,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084005,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084006,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084007,16,16,5,7,0,6,6,21,8,3,1,11
ENSMUSG00000084008,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084009,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084010,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084011,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084012,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084013,6,11,3,6,6,4,5,8,4,9,4,11
ENSMUSG00000084014,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084015,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084016,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084017,0,0,0,0,9,0,0,4,0,1,0,0
ENSMUSG00000084018,0,0,0,4,0,0,0,0,0,0,0,0
ENSMUSG00000084019,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084020,26,0,0,16,11,17,0,0,14,19,16,0
ENSMUSG00000084021,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084022,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084024,0,1,0,3,0,0,0,0,1,0,0,0
ENSMUSG00000084025,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084026,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084027,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084028,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084029,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084030,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084031,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084032,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084033,4,13,6,10,35,19,7,23,12,14,16,11
ENSMUSG00000084034,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084036,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084038,0,0,9,0,1,0,0,0,0,0,0,0
ENSMUSG00000084039,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084040,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084041,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084043,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084044,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084045,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084046,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084047,1,1,0,0,0,0,0,0,1,0,0,3
ENSMUSG00000084048,0,0,0,0,0,0,2,0,2,0,2,0
ENSMUSG00000084050,3,0,0,8,0,0,2,0,2,4,2,3
ENSMUSG00000084051,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084052,0,0,0,0,0,1,0,0,1,1,0,0
ENSMUSG00000084053,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084054,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084055,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084056,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084057,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084058,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084059,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084060,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084061,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084062,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084063,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084064,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084065,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084066,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084067,38,40,42,53,17,43,49,48,49,54,40,38
ENSMUSG00000084068,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084069,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084070,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084071,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000084072,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084073,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084074,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084075,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084076,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084077,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084078,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084079,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084080,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084081,16,9,16,0,0,12,0,13,10,4,3,7
ENSMUSG00000084082,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084083,0,2,0,0,0,1,1,1,0,0,0,2
ENSMUSG00000084084,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084085,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084086,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000084087,2,0,0,0,0,0,0,0,0,1,2,0
ENSMUSG00000084088,14,8,0,10,24,0,4,14,5,3,6,3
ENSMUSG00000084089,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084090,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084091,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084092,1,3,0,0,0,0,0,0,11,0,2,3
ENSMUSG00000084093,445,410,174,237,77,64,243,289,343,348,239,297
ENSMUSG00000084094,0,2,1,9,1,3,0,0,7,0,1,2
ENSMUSG00000084095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084096,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084097,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084098,0,1,0,4,0,20,6,7,7,11,14,7
ENSMUSG00000084099,0,0,0,0,0,0,1,0,0,1,0,2
ENSMUSG00000084100,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084101,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084102,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084103,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084104,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084105,0,0,0,0,0,1,0,3,0,2,0,0
ENSMUSG00000084106,3018,2614,1577,2613,2236,2066,2314,2325,2177,3045,2179,2476
ENSMUSG00000084107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084108,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084110,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000084111,426,377,190,225,162,116,281,336,279,262,233,272
ENSMUSG00000084112,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084113,0,0,0,1,0,1,4,2,0,3,1,6
ENSMUSG00000084114,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084115,0,0,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000084116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084117,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084118,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084119,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084120,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084123,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084124,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084125,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084126,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084127,0,0,0,1,0,2,2,0,2,0,0,2
ENSMUSG00000084128,2197,1906,1158,1724,1322,1960,2230,2338,1971,1917,2554,2128
ENSMUSG00000084129,31,20,5,37,20,74,19,21,41,19,20,16
ENSMUSG00000084130,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084131,213,342,12,23,130,31,147,166,34,30,222,257
ENSMUSG00000084132,0,0,0,1,4,0,0,1,0,5,0,4
ENSMUSG00000084133,1,4,6,5,0,10,6,3,6,5,3,3
ENSMUSG00000084134,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084136,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084137,3,0,6,3,10,4,0,4,2,7,1,0
ENSMUSG00000084138,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084139,0,2,0,0,0,0,1,2,0,2,2,0
ENSMUSG00000084140,0,1,0,0,0,0,0,3,0,2,0,1
ENSMUSG00000084141,1,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000084142,0,0,0,1,0,0,0,2,0,0,1,0
ENSMUSG00000084143,0,0,0,0,0,0,0,2,0,0,3,1
ENSMUSG00000084144,0,0,0,2,0,0,2,1,0,2,0,0
ENSMUSG00000084145,9,29,6,13,12,21,25,18,17,34,22,22
ENSMUSG00000084146,0,0,5,1,0,1,1,0,1,0,3,3
ENSMUSG00000084147,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084148,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084149,5,0,5,4,0,0,1,3,0,2,2,2
ENSMUSG00000084150,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084151,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084152,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084153,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000084154,0,2,0,2,0,1,0,12,2,3,0,1
ENSMUSG00000084155,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084156,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084157,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084158,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084159,43,37,5,32,13,11,38,24,38,48,25,39
ENSMUSG00000084160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084161,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084162,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084163,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084164,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084166,19,5,0,8,0,3,11,14,10,11,13,12
ENSMUSG00000084167,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084168,11,21,6,19,15,3,12,13,7,24,16,13
ENSMUSG00000084169,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084170,3,1,10,0,0,0,0,0,0,0,0,0
ENSMUSG00000084171,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084172,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084174,3896,4683,1827,2463,3866,1645,2540,9719,9124,1624,1019,1247
ENSMUSG00000084175,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084177,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084178,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084179,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084180,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084181,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084183,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084184,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084185,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084186,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084187,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084188,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084189,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084190,0,2,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000084191,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084192,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084193,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084194,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084195,0,1,0,0,0,0,0,7,0,5,7,7
ENSMUSG00000084196,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084197,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084199,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000084200,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084201,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000084202,0,0,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000084203,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084204,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084205,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084206,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084207,0,5,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000084208,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084210,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084212,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084213,2,3,0,2,0,1,3,7,0,3,5,5
ENSMUSG00000084214,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084215,4,0,0,1,0,1,0,0,0,0,0,2
ENSMUSG00000084216,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084217,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000084218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084219,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084220,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084221,0,1,0,1,1,0,0,0,0,1,0,1
ENSMUSG00000084222,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084223,0,0,0,0,0,0,0,1,0,0,3,1
ENSMUSG00000084224,6,5,12,5,0,5,7,10,4,4,1,3
ENSMUSG00000084226,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084230,42,17,23,29,21,45,19,19,42,24,27,23
ENSMUSG00000084231,1,6,0,2,7,5,0,0,0,3,0,2
ENSMUSG00000084234,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084235,0,0,0,0,0,2,1,0,0,0,0,0
ENSMUSG00000084236,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084237,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084238,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084239,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084240,3,2,9,7,14,1,4,4,0,5,2,4
ENSMUSG00000084241,4,2,0,3,0,11,1,4,3,0,1,4
ENSMUSG00000084242,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084243,1,3,0,0,10,0,0,1,0,1,0,2
ENSMUSG00000084244,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000084245,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084246,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084247,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084248,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084249,0,1,3,0,0,1,0,0,5,0,2,1
ENSMUSG00000084250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084251,0,2,0,4,0,0,2,0,0,0,3,0
ENSMUSG00000084252,3,1,5,2,0,5,2,8,0,4,0,1
ENSMUSG00000084253,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084254,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084256,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084257,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084258,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000084259,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084260,1,0,0,0,0,0,1,1,1,0,0,1
ENSMUSG00000084261,0,0,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000084262,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084264,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084265,1,0,4,6,0,7,0,4,4,4,1,2
ENSMUSG00000084266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084267,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084268,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084270,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084271,1,1,0,0,0,3,1,0,4,0,1,1
ENSMUSG00000084272,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000084273,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084274,56,68,53,65,106,67,22,36,39,35,56,50
ENSMUSG00000084275,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084276,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084277,6,1,0,0,0,0,0,3,0,2,0,0
ENSMUSG00000084278,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084279,0,0,0,0,0,0,0,0,1,0,2,2
ENSMUSG00000084280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084281,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084282,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084283,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084284,5,13,1,2,0,3,1,10,1,4,3,3
ENSMUSG00000084285,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084286,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084287,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084288,2,2,29,1,0,0,0,2,0,1,1,4
ENSMUSG00000084289,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084290,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084291,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084292,0,1,0,0,0,0,0,4,0,2,1,0
ENSMUSG00000084293,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084294,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084296,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084297,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084299,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084300,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084301,4,0,5,0,0,1,1,2,1,0,0,0
ENSMUSG00000084302,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084303,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084304,2,2,4,5,0,0,8,2,6,2,7,2
ENSMUSG00000084305,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084306,0,0,0,0,0,0,0,0,0,1,0,4
ENSMUSG00000084307,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084308,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084309,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084310,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084311,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084312,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084313,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084314,29,30,8,14,16,23,18,18,15,39,16,26
ENSMUSG00000084315,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000084316,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000084318,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084319,2429,1898,1233,1539,1581,1464,1155,1602,1280,1067,1100,1100
ENSMUSG00000084320,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000084322,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084323,20,15,2,6,1,8,17,10,12,14,11,6
ENSMUSG00000084324,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084325,0,1,0,0,0,0,4,0,0,2,1,0
ENSMUSG00000084326,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084327,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084328,1,3,0,0,0,0,0,2,1,6,1,4
ENSMUSG00000084329,21,14,2,8,16,26,21,11,31,8,18,10
ENSMUSG00000084330,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084331,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084332,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084333,1,3,0,0,2,0,1,0,0,0,2,1
ENSMUSG00000084334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084335,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084336,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084338,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000084339,0,0,0,0,0,0,0,0,1,0,0,1
ENSMUSG00000084340,3,0,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000084341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084342,7,6,0,1,0,2,5,2,5,4,3,0
ENSMUSG00000084343,1,6,0,6,0,2,7,6,6,0,7,4
ENSMUSG00000084344,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084345,2,2,0,1,0,0,0,2,0,1,1,1
ENSMUSG00000084346,5,0,1,3,0,0,2,3,2,4,4,4
ENSMUSG00000084347,28,32,10,33,15,27,28,21,41,24,30,29
ENSMUSG00000084348,0,0,0,0,0,0,0,0,1,0,2,0
ENSMUSG00000084349,5985,8714,2101,1485,2642,1399,4335,4264,1538,1680,6348,6780
ENSMUSG00000084350,53,45,18,48,50,114,63,64,55,78,66,87
ENSMUSG00000084351,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084352,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000084353,151,121,44,139,60,34,114,80,106,118,81,101
ENSMUSG00000084354,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084355,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084356,0,0,0,0,0,0,0,0,0,0,0,0
