gene_id,MP1,MP2
ENSMUSG00000078187,0,0
ENSMUSG00000082052,0,0
ENSMUSG00000078186,0,0
ENSMUSG00000029564,0,0
ENSMUSG00000054123,0,0
ENSMUSG00000080707,0,0
ENSMUSG00000086167,0,0
ENSMUSG00000072693,0,0
ENSMUSG00000083182,0,0
ENSMUSG00000082610,0,0
ENSMUSG00000086352,0,0
ENSMUSG00000087292,0,0
ENSMUSG00000057354,0,0
ENSMUSG00000029522,0,0
ENSMUSG00000075998,0,0
ENSMUSG00000075779,0,0
ENSMUSG00000081282,0,0
ENSMUSG00000084992,0,0
ENSMUSG00000090728,0,0
ENSMUSG00000079278,0,0
ENSMUSG00000086655,0,0
ENSMUSG00000043913,0,0
ENSMUSG00000086122,0,0
ENSMUSG00000086055,0,0
ENSMUSG00000087124,0,0
ENSMUSG00000084921,0,0
ENSMUSG00000086715,0,0
ENSMUSG00000086945,0,0
ENSMUSG00000086219,0,0
ENSMUSG00000063919,0,0
ENSMUSG00000041512,0,0
ENSMUSG00000086047,0,0
ENSMUSG00000084587,0,0
ENSMUSG00000086075,0,0
ENSMUSG00000088085,0,0
ENSMUSG00000029360,0,0
ENSMUSG00000088293,0,0
ENSMUSG00000046607,0,0
ENSMUSG00000089248,0,0
ENSMUSG00000077540,0,0
ENSMUSG00000093041,0,0
ENSMUSG00000084548,0,0
ENSMUSG00000087516,0,0
ENSMUSG00000085708,0,0
ENSMUSG00000085345,0,0
ENSMUSG00000018263,0,0
ENSMUSG00000064617,0,0
ENSMUSG00000072671,0,0
ENSMUSG00000080412,0,0
ENSMUSG00000089830,0,0
ENSMUSG00000066867,0,0
ENSMUSG00000053765,0,0
ENSMUSG00000092939,0,0
ENSMUSG00000029608,0,0
ENSMUSG00000077347,0,0
ENSMUSG00000082760,0,0
ENSMUSG00000062438,0,0
ENSMUSG00000082265,0,0
ENSMUSG00000072641,0,0
ENSMUSG00000087386,0,0
ENSMUSG00000013936,0,0
ENSMUSG00000082645,0,0
ENSMUSG00000083909,0,0
ENSMUSG00000059352,0,0
ENSMUSG00000087063,0,0
ENSMUSG00000086700,0,0
ENSMUSG00000029437,0,0
ENSMUSG00000063409,0,0
ENSMUSG00000029431,0,0
ENSMUSG00000089389,0,0
ENSMUSG00000084552,0,0
ENSMUSG00000089842,0,0
ENSMUSG00000090220,0,0
ENSMUSG00000087784,0,0
ENSMUSG00000082402,0,0
ENSMUSG00000092736,0,0
ENSMUSG00000088650,0,0
ENSMUSG00000051911,0,0
ENSMUSG00000093068,0,0
ENSMUSG00000070498,0,0
ENSMUSG00000029483,0,0
ENSMUSG00000091970,0,0
ENSMUSG00000070220,0,0
ENSMUSG00000084551,0,0
ENSMUSG00000087104,0,0
ENSMUSG00000034310,0,0
ENSMUSG00000061331,0,0
ENSMUSG00000085328,0,0
ENSMUSG00000077816,0,0
ENSMUSG00000072591,0,0
ENSMUSG00000081683,0,0
ENSMUSG00000089856,0,0
ENSMUSG00000029423,0,0
ENSMUSG00000092933,0,0
ENSMUSG00000034219,0,0
ENSMUSG00000065304,0,0
ENSMUSG00000083146,0,0
ENSMUSG00000060371,0,0
ENSMUSG00000052014,0,0
ENSMUSG00000088972,0,0
ENSMUSG00000088123,0,0
ENSMUSG00000087344,0,0
ENSMUSG00000092991,0,0
ENSMUSG00000084729,0,0
ENSMUSG00000092941,0,0
ENSMUSG00000093311,0,0
ENSMUSG00000077437,0,0
ENSMUSG00000072573,0,0
ENSMUSG00000040576,0,0
ENSMUSG00000008843,0,0
ENSMUSG00000040013,0,0
ENSMUSG00000053388,0,0
ENSMUSG00000070464,0,0
ENSMUSG00000082001,0,0
ENSMUSG00000019178,0,0
ENSMUSG00000092803,0,0
ENSMUSG00000085026,0,0
ENSMUSG00000064651,0,0
ENSMUSG00000004948,0,0
ENSMUSG00000006143,0,0
ENSMUSG00000088188,0,0
ENSMUSG00000086656,0,0
ENSMUSG00000086220,0,0
ENSMUSG00000046548,0,0
ENSMUSG00000004415,0,0
ENSMUSG00000092402,0,0
ENSMUSG00000076240,0,0
ENSMUSG00000087244,0,0
ENSMUSG00000037411,0,0
ENSMUSG00000029711,0,0
ENSMUSG00000029712,0,0
ENSMUSG00000047182,0,0
ENSMUSG00000079163,0,0
ENSMUSG00000046245,0,0
ENSMUSG00000075599,0,0
ENSMUSG00000075598,0,0
ENSMUSG00000079156,0,0
ENSMUSG00000065394,0,0
ENSMUSG00000065527,0,0
ENSMUSG00000065514,0,0
ENSMUSG00000089783,0,0
ENSMUSG00000084469,0,0
ENSMUSG00000036948,0,0
ENSMUSG00000091964,0,0
ENSMUSG00000075593,0,0
ENSMUSG00000075591,0,0
ENSMUSG00000064892,0,0
ENSMUSG00000029526,0,0
ENSMUSG00000092916,0,0
ENSMUSG00000081142,0,0
ENSMUSG00000090903,0,0
ENSMUSG00000021206,0,0
ENSMUSG00000065300,0,0
ENSMUSG00000029546,0,0
ENSMUSG00000064694,0,0
ENSMUSG00000048988,0,0
ENSMUSG00000087606,0,0
ENSMUSG00000087248,0,0
ENSMUSG00000036586,0,0
ENSMUSG00000093344,0,0
ENSMUSG00000039683,0,0
ENSMUSG00000083382,0,0
ENSMUSG00000089164,0,0
ENSMUSG00000085540,0,0
ENSMUSG00000029576,0,0
ENSMUSG00000074817,0,0
ENSMUSG00000039533,0,0
ENSMUSG00000079129,0,0
ENSMUSG00000079127,0,0
ENSMUSG00000082308,0,0
ENSMUSG00000013989,0,0
ENSMUSG00000090981,0,0
ENSMUSG00000029586,0,0
ENSMUSG00000039296,0,0
ENSMUSG00000089879,0,0
ENSMUSG00000048910,0,0
ENSMUSG00000091351,0,0
ENSMUSG00000064963,0,0
ENSMUSG00000083574,0,0
ENSMUSG00000082524,0,0
ENSMUSG00000088685,0,0
ENSMUSG00000038770,0,0
ENSMUSG00000061707,0,0
ENSMUSG00000029620,0,0
ENSMUSG00000070419,0,0
ENSMUSG00000038656,0,0
ENSMUSG00000075552,0,0
ENSMUSG00000075551,0,0
ENSMUSG00000056035,0,0
ENSMUSG00000061292,0,0
ENSMUSG00000080957,0,0
ENSMUSG00000079094,0,0
ENSMUSG00000079093,0,0
ENSMUSG00000041505,0,0
ENSMUSG00000079091,0,0
ENSMUSG00000079090,0,0
ENSMUSG00000079089,0,0
ENSMUSG00000041468,0,0
ENSMUSG00000077185,0,0
ENSMUSG00000077564,0,0
ENSMUSG00000075546,0,0
ENSMUSG00000053129,0,0
ENSMUSG00000077735,0,0
ENSMUSG00000091377,0,0
ENSMUSG00000057157,0,0
ENSMUSG00000029648,0,0
ENSMUSG00000085565,0,0
ENSMUSG00000084513,0,0
ENSMUSG00000085740,0,0
ENSMUSG00000087647,0,0
ENSMUSG00000085639,0,0
ENSMUSG00000085237,0,0
ENSMUSG00000079069,0,0
ENSMUSG00000087272,0,0
ENSMUSG00000086085,0,0
ENSMUSG00000092764,0,0
ENSMUSG00000024437,0,0
ENSMUSG00000092674,0,0
ENSMUSG00000064704,0,0
ENSMUSG00000075529,0,0
ENSMUSG00000092327,0,0
ENSMUSG00000029660,0,0
ENSMUSG00000086744,0,0
ENSMUSG00000082959,0,0
ENSMUSG00000080002,0,0
ENSMUSG00000053368,0,0
ENSMUSG00000087984,0,0
ENSMUSG00000056586,0,0
ENSMUSG00000082104,0,0
ENSMUSG00000075784,0,0
ENSMUSG00000088482,0,0
ENSMUSG00000084717,0,0
ENSMUSG00000077592,0,0
ENSMUSG00000087709,0,0
ENSMUSG00000091794,0,0
ENSMUSG00000075798,0,0
ENSMUSG00000090871,0,0
ENSMUSG00000079075,0,0
ENSMUSG00000090583,0,0
ENSMUSG00000079074,0,0
ENSMUSG00000079767,0,0
ENSMUSG00000079762,0,0
ENSMUSG00000091837,0,0
ENSMUSG00000091069,0,0
ENSMUSG00000023964,0,0
ENSMUSG00000076357,0,0
ENSMUSG00000070107,0,0
ENSMUSG00000087863,0,0
ENSMUSG00000002588,0,0
ENSMUSG00000085416,0,0
ENSMUSG00000090063,0,0
ENSMUSG00000029754,0,0
ENSMUSG00000029755,0,0
ENSMUSG00000065770,0,0
ENSMUSG00000090567,0,0
ENSMUSG00000084418,0,0
ENSMUSG00000089890,0,0
ENSMUSG00000090151,0,0
ENSMUSG00000088118,0,0
ENSMUSG00000077250,0,0
ENSMUSG00000090407,0,0
ENSMUSG00000090234,0,0
ENSMUSG00000046178,0,0
ENSMUSG00000092676,0,0
ENSMUSG00000064690,0,0
ENSMUSG00000057223,0,0
ENSMUSG00000087969,0,0
ENSMUSG00000032625,0,0
ENSMUSG00000083794,0,0
ENSMUSG00000065030,0,0
ENSMUSG00000083620,0,0
ENSMUSG00000077643,0,0
ENSMUSG00000079679,0,0
ENSMUSG00000091978,0,0
ENSMUSG00000065909,0,0
ENSMUSG00000088975,0,0
ENSMUSG00000077334,0,0
ENSMUSG00000042717,0,0
ENSMUSG00000093317,0,0
ENSMUSG00000029553,0,0
ENSMUSG00000081744,0,0
ENSMUSG00000085171,0,0
ENSMUSG00000085264,0,0
ENSMUSG00000064965,0,0
ENSMUSG00000081077,0,0
ENSMUSG00000010797,0,0
ENSMUSG00000084203,0,0
ENSMUSG00000082289,0,0
ENSMUSG00000080767,0,0
ENSMUSG00000084947,0,0
ENSMUSG00000093271,0,0
ENSMUSG00000065051,0,0
ENSMUSG00000084650,0,0
ENSMUSG00000088880,0,0
ENSMUSG00000065702,0,0
ENSMUSG00000087831,0,0
ENSMUSG00000088458,0,0
ENSMUSG00000060882,0,0
ENSMUSG00000090888,0,0
ENSMUSG00000077877,0,0
ENSMUSG00000077134,0,0
ENSMUSG00000029695,0,0
ENSMUSG00000071564,0,0
ENSMUSG00000071563,0,0
ENSMUSG00000029697,0,0
ENSMUSG00000088885,0,0
ENSMUSG00000043865,0,0
ENSMUSG00000093255,0,0
ENSMUSG00000046192,0,0
ENSMUSG00000029685,0,0
ENSMUSG00000091097,0,0
ENSMUSG00000029683,0,0
ENSMUSG00000029679,0,0
ENSMUSG00000029680,0,0
ENSMUSG00000029682,0,0
ENSMUSG00000029678,0,0
ENSMUSG00000077196,0,0
ENSMUSG00000048022,0,0
ENSMUSG00000090045,0,0
ENSMUSG00000087867,0,0
ENSMUSG00000089442,0,0
ENSMUSG00000039904,0,0
ENSMUSG00000088387,0,0
ENSMUSG00000024211,0,0
ENSMUSG00000088391,0,0
ENSMUSG00000076067,0,0
ENSMUSG00000083107,0,0
ENSMUSG00000092090,0,0
ENSMUSG00000065469,0,0
ENSMUSG00000059201,0,0
ENSMUSG00000064436,0,0
ENSMUSG00000093288,0,0
ENSMUSG00000089289,0,0
ENSMUSG00000039742,0,0
ENSMUSG00000090692,0,0
ENSMUSG00000092956,0,0
ENSMUSG00000090685,0,0
ENSMUSG00000088643,0,0
ENSMUSG00000072491,0,0
ENSMUSG00000081564,0,0
ENSMUSG00000082036,0,0
ENSMUSG00000065078,0,0
ENSMUSG00000083961,0,0
ENSMUSG00000092900,0,0
ENSMUSG00000065343,0,0
ENSMUSG00000076361,0,0
ENSMUSG00000065586,0,0
ENSMUSG00000065619,0,0
ENSMUSG00000084861,0,0
ENSMUSG00000087846,0,0
ENSMUSG00000065662,0,0
ENSMUSG00000085470,0,0
ENSMUSG00000039070,0,0
ENSMUSG00000086854,0,0
ENSMUSG00000029788,0,0
ENSMUSG00000054446,0,0
ENSMUSG00000086542,0,0
ENSMUSG00000083221,0,0
ENSMUSG00000065501,0,0
ENSMUSG00000085321,0,0
ENSMUSG00000039032,0,0
ENSMUSG00000073209,0,0
ENSMUSG00000065610,0,0
ENSMUSG00000065604,0,0
ENSMUSG00000084894,0,0
ENSMUSG00000087312,0,0
ENSMUSG00000044471,0,0
ENSMUSG00000087380,0,0
ENSMUSG00000086931,0,0
ENSMUSG00000086855,0,0
ENSMUSG00000086732,0,0
ENSMUSG00000086804,0,0
ENSMUSG00000086885,0,0
ENSMUSG00000084973,0,0
ENSMUSG00000087379,0,0
ENSMUSG00000029766,0,0
ENSMUSG00000085616,0,0
ENSMUSG00000086720,0,0
ENSMUSG00000086675,0,0
ENSMUSG00000086763,0,0
ENSMUSG00000084386,0,0
ENSMUSG00000087777,0,0
ENSMUSG00000082217,0,0
ENSMUSG00000087441,0,0
ENSMUSG00000087613,0,0
ENSMUSG00000086762,0,0
ENSMUSG00000081991,0,0
ENSMUSG00000084965,0,0
ENSMUSG00000085187,0,0
ENSMUSG00000085382,0,0
ENSMUSG00000079612,0,0
ENSMUSG00000060411,0,0
ENSMUSG00000086834,0,0
ENSMUSG00000082118,0,0
ENSMUSG00000082446,0,0
ENSMUSG00000029848,0,0
ENSMUSG00000087808,0,0
ENSMUSG00000029843,0,0
ENSMUSG00000047420,0,0
ENSMUSG00000092877,0,0
ENSMUSG00000077246,0,0
ENSMUSG00000073154,0,0
ENSMUSG00000045613,0,0
ENSMUSG00000070075,0,0
ENSMUSG00000080336,0,0
ENSMUSG00000029837,0,0
ENSMUSG00000058661,0,0
ENSMUSG00000038641,0,0
ENSMUSG00000077837,0,0
ENSMUSG00000088263,0,0
ENSMUSG00000087924,0,0
ENSMUSG00000089905,0,0
ENSMUSG00000092140,0,0
ENSMUSG00000071537,0,0
ENSMUSG00000079598,0,0
ENSMUSG00000077339,0,0
ENSMUSG00000064900,0,0
ENSMUSG00000093287,0,0
ENSMUSG00000085058,0,0
ENSMUSG00000086582,0,0
ENSMUSG00000057716,0,0
ENSMUSG00000052850,0,0
ENSMUSG00000037140,0,0
ENSMUSG00000029909,0,0
ENSMUSG00000068259,0,0
ENSMUSG00000045514,0,0
ENSMUSG00000029915,0,0
ENSMUSG00000058250,0,0
ENSMUSG00000029885,0,0
ENSMUSG00000051936,0,0
ENSMUSG00000029883,0,0
ENSMUSG00000063252,0,0
ENSMUSG00000036996,0,0
ENSMUSG00000090480,0,0
ENSMUSG00000076462,0,0
ENSMUSG00000076463,0,0
ENSMUSG00000076464,0,0
ENSMUSG00000076465,0,0
ENSMUSG00000091671,0,0
ENSMUSG00000076466,0,0
ENSMUSG00000076467,0,0
ENSMUSG00000076468,0,0
ENSMUSG00000076469,0,0
ENSMUSG00000076470,0,0
ENSMUSG00000076471,0,0
ENSMUSG00000076472,0,0
ENSMUSG00000076473,0,0
ENSMUSG00000076474,0,0
ENSMUSG00000076475,0,0
ENSMUSG00000076476,0,0
ENSMUSG00000076477,0,0
ENSMUSG00000076478,0,0
ENSMUSG00000076479,0,0
ENSMUSG00000076480,0,0
ENSMUSG00000076481,0,0
ENSMUSG00000036938,0,0
ENSMUSG00000071521,0,0
ENSMUSG00000071519,0,0
ENSMUSG00000058119,0,0
ENSMUSG00000059014,0,0
ENSMUSG00000071517,0,0
ENSMUSG00000062751,0,0
ENSMUSG00000076482,0,0
ENSMUSG00000076483,0,0
ENSMUSG00000076484,0,0
ENSMUSG00000076485,0,0
ENSMUSG00000076486,0,0
ENSMUSG00000076487,0,0
ENSMUSG00000076488,0,0
ENSMUSG00000076489,0,0
ENSMUSG00000076491,0,0
ENSMUSG00000076492,0,0
ENSMUSG00000076493,0,0
ENSMUSG00000076494,0,0
ENSMUSG00000076495,0,0
ENSMUSG00000076496,0,0
ENSMUSG00000090818,0,0
ENSMUSG00000076497,0,0
ENSMUSG00000076499,0,0
ENSMUSG00000036899,0,0
ENSMUSG00000029866,0,0
ENSMUSG00000045479,0,0
ENSMUSG00000058499,0,0
ENSMUSG00000014104,0,0
ENSMUSG00000023289,0,0
ENSMUSG00000047102,0,0
ENSMUSG00000051917,0,0
ENSMUSG00000084422,0,0
ENSMUSG00000029861,0,0
ENSMUSG00000065206,0,0
ENSMUSG00000046652,0,0
ENSMUSG00000056203,0,0
ENSMUSG00000048284,0,0
ENSMUSG00000068574,0,0
ENSMUSG00000091983,0,0
ENSMUSG00000090631,0,0
ENSMUSG00000078177,0,0
ENSMUSG00000071494,0,0
ENSMUSG00000018656,0,0
ENSMUSG00000048504,0,0
ENSMUSG00000061091,0,0
ENSMUSG00000065034,0,0
ENSMUSG00000057108,0,0
ENSMUSG00000054431,0,0
ENSMUSG00000087766,0,0
ENSMUSG00000049168,0,0
ENSMUSG00000043119,0,0
ENSMUSG00000045708,0,0
ENSMUSG00000073111,0,0
ENSMUSG00000073110,0,0
ENSMUSG00000091008,0,0
ENSMUSG00000076500,0,0
ENSMUSG00000091386,0,0
ENSMUSG00000073109,0,0
ENSMUSG00000073108,0,0
ENSMUSG00000071481,0,0
ENSMUSG00000043605,0,0
ENSMUSG00000048693,0,0
ENSMUSG00000059411,0,0
ENSMUSG00000061210,0,0
ENSMUSG00000029736,0,0
ENSMUSG00000084325,0,0
ENSMUSG00000077146,0,0
ENSMUSG00000089061,0,0
ENSMUSG00000089538,0,0
ENSMUSG00000090614,0,0
ENSMUSG00000087897,0,0
ENSMUSG00000064945,0,0
ENSMUSG00000065701,0,0
ENSMUSG00000076060,0,0
ENSMUSG00000085343,0,0
ENSMUSG00000092928,0,0
ENSMUSG00000086383,0,0
ENSMUSG00000092888,0,0
ENSMUSG00000052730,0,0
ENSMUSG00000044867,0,0
ENSMUSG00000029813,0,0
ENSMUSG00000089335,0,0
ENSMUSG00000068537,0,0
ENSMUSG00000068536,0,0
ENSMUSG00000039215,0,0
ENSMUSG00000029816,0,0
ENSMUSG00000093275,0,0
ENSMUSG00000023403,0,0
ENSMUSG00000090624,0,0
ENSMUSG00000029819,0,0
ENSMUSG00000077357,0,0
ENSMUSG00000092012,0,0
ENSMUSG00000091981,0,0
ENSMUSG00000029831,0,0
ENSMUSG00000073072,0,0
ENSMUSG00000065505,0,0
ENSMUSG00000091555,0,0
ENSMUSG00000092936,0,0
ENSMUSG00000081979,0,0
ENSMUSG00000082781,0,0
ENSMUSG00000059723,0,0
ENSMUSG00000056583,0,0
ENSMUSG00000065443,0,0
ENSMUSG00000084282,0,0
ENSMUSG00000064792,0,0
ENSMUSG00000081872,0,0
ENSMUSG00000089209,0,0
ENSMUSG00000080759,0,0
ENSMUSG00000090982,0,0
ENSMUSG00000065216,0,0
ENSMUSG00000053007,0,0
ENSMUSG00000043496,0,0
ENSMUSG00000078169,0,0
ENSMUSG00000077773,0,0
ENSMUSG00000087670,0,0
ENSMUSG00000086946,0,0
ENSMUSG00000085341,0,0
ENSMUSG00000077501,0,0
ENSMUSG00000003476,0,0
ENSMUSG00000087797,0,0
ENSMUSG00000092808,0,0
ENSMUSG00000037984,0,0
ENSMUSG00000077324,0,0
ENSMUSG00000077682,0,0
ENSMUSG00000071893,0,0
ENSMUSG00000090346,0,0
ENSMUSG00000058923,0,0
ENSMUSG00000061481,0,0
ENSMUSG00000061208,0,0
ENSMUSG00000091541,0,0
ENSMUSG00000068476,0,0
ENSMUSG00000059204,0,0
ENSMUSG00000057981,0,0
ENSMUSG00000064259,0,0
ENSMUSG00000068475,0,0
ENSMUSG00000058731,0,0
ENSMUSG00000068474,0,0
ENSMUSG00000063812,0,0
ENSMUSG00000091382,0,0
ENSMUSG00000068426,0,0
ENSMUSG00000090283,0,0
ENSMUSG00000092903,0,0
ENSMUSG00000058588,0,0
ENSMUSG00000077717,0,0
ENSMUSG00000059362,0,0
ENSMUSG00000068465,0,0
ENSMUSG00000060390,0,0
ENSMUSG00000060687,0,0
ENSMUSG00000048697,0,0
ENSMUSG00000071428,0,0
ENSMUSG00000043361,0,0
ENSMUSG00000091734,0,0
ENSMUSG00000057144,0,0
ENSMUSG00000090696,0,0
ENSMUSG00000092323,0,0
ENSMUSG00000077352,0,0
ENSMUSG00000065754,0,0
ENSMUSG00000073045,0,0
ENSMUSG00000064804,0,0
ENSMUSG00000064515,0,0
ENSMUSG00000046764,0,0
ENSMUSG00000064018,0,0
ENSMUSG00000087735,0,0
ENSMUSG00000088721,0,0
ENSMUSG00000071424,0,0
ENSMUSG00000064775,0,0
ENSMUSG00000086176,0,0
ENSMUSG00000029917,0,0
ENSMUSG00000082115,0,0
ENSMUSG00000085689,0,0
ENSMUSG00000088832,0,0
ENSMUSG00000092394,0,0
ENSMUSG00000036463,0,0
ENSMUSG00000064391,0,0
ENSMUSG00000062905,0,0
ENSMUSG00000059375,0,0
ENSMUSG00000091012,0,0
ENSMUSG00000060699,0,0
ENSMUSG00000063974,0,0
ENSMUSG00000057612,0,0
ENSMUSG00000068425,0,0
ENSMUSG00000090950,0,0
ENSMUSG00000064987,0,0
ENSMUSG00000091724,0,0
ENSMUSG00000049093,0,0
ENSMUSG00000076501,0,0
ENSMUSG00000091268,0,0
ENSMUSG00000076503,0,0
ENSMUSG00000076504,0,0
ENSMUSG00000076505,0,0
ENSMUSG00000076506,0,0
ENSMUSG00000089157,0,0
ENSMUSG00000087917,0,0
ENSMUSG00000076507,0,0
ENSMUSG00000076508,0,0
ENSMUSG00000076509,0,0
ENSMUSG00000088245,0,0
ENSMUSG00000076511,0,0
ENSMUSG00000076512,0,0
ENSMUSG00000076513,0,0
ENSMUSG00000076515,0,0
ENSMUSG00000076517,0,0
ENSMUSG00000091800,0,0
ENSMUSG00000076518,0,0
ENSMUSG00000088900,0,0
ENSMUSG00000076521,0,0
ENSMUSG00000076523,0,0
ENSMUSG00000077325,0,0
ENSMUSG00000076525,0,0
ENSMUSG00000076526,0,0
ENSMUSG00000090781,0,0
ENSMUSG00000076528,0,0
ENSMUSG00000076529,0,0
ENSMUSG00000076530,0,0
ENSMUSG00000076531,0,0
ENSMUSG00000076532,0,0
ENSMUSG00000076533,0,0
ENSMUSG00000076535,0,0
ENSMUSG00000079544,0,0
ENSMUSG00000076536,0,0
ENSMUSG00000076538,0,0
ENSMUSG00000076539,0,0
ENSMUSG00000076540,0,0
ENSMUSG00000076541,0,0
ENSMUSG00000076542,0,0
ENSMUSG00000076544,0,0
ENSMUSG00000076545,0,0
ENSMUSG00000073028,0,0
ENSMUSG00000076547,0,0
ENSMUSG00000076548,0,0
ENSMUSG00000076549,0,0
ENSMUSG00000088675,0,0
ENSMUSG00000076550,0,0
ENSMUSG00000076551,0,0
ENSMUSG00000076553,0,0
ENSMUSG00000076554,0,0
ENSMUSG00000092746,0,0
ENSMUSG00000076557,0,0
ENSMUSG00000079542,0,0
ENSMUSG00000091274,0,0
ENSMUSG00000076562,0,0
ENSMUSG00000079543,0,0
ENSMUSG00000076565,0,0
ENSMUSG00000076566,0,0
ENSMUSG00000076568,0,0
ENSMUSG00000076569,0,0
ENSMUSG00000076570,0,0
ENSMUSG00000076571,0,0
ENSMUSG00000076572,0,0
ENSMUSG00000076573,0,0
ENSMUSG00000077052,0,0
ENSMUSG00000076575,0,0
ENSMUSG00000076578,0,0
ENSMUSG00000076579,0,0
ENSMUSG00000076957,0,0
ENSMUSG00000076580,0,0
ENSMUSG00000076581,0,0
ENSMUSG00000076583,0,0
ENSMUSG00000079230,0,0
ENSMUSG00000076586,0,0
ENSMUSG00000076587,0,0
ENSMUSG00000076588,0,0
ENSMUSG00000076589,0,0
ENSMUSG00000076591,0,0
ENSMUSG00000076592,0,0
ENSMUSG00000072477,0,0
ENSMUSG00000076593,0,0
ENSMUSG00000076594,0,0
ENSMUSG00000076595,0,0
ENSMUSG00000076596,0,0
ENSMUSG00000076597,0,0
ENSMUSG00000076599,0,0
ENSMUSG00000076600,0,0
ENSMUSG00000076601,0,0
ENSMUSG00000076602,0,0
ENSMUSG00000076604,0,0
ENSMUSG00000076605,0,0
ENSMUSG00000076606,0,0
ENSMUSG00000076607,0,0
ENSMUSG00000076608,0,0
ENSMUSG00000051896,0,0
ENSMUSG00000055874,0,0
ENSMUSG00000077369,0,0
ENSMUSG00000054422,0,0
ENSMUSG00000073018,0,0
ENSMUSG00000091253,0,0
ENSMUSG00000079161,0,0
ENSMUSG00000092386,0,0
ENSMUSG00000079524,0,0
ENSMUSG00000090510,0,0
ENSMUSG00000052861,0,0
ENSMUSG00000065072,0,0
ENSMUSG00000092739,0,0
ENSMUSG00000056197,0,0
ENSMUSG00000077182,0,0
ENSMUSG00000064408,0,0
ENSMUSG00000076984,0,0
ENSMUSG00000064490,0,0
ENSMUSG00000072476,0,0
ENSMUSG00000088100,0,0
ENSMUSG00000063063,0,0
ENSMUSG00000063692,0,0
ENSMUSG00000068341,0,0
ENSMUSG00000065286,0,0
ENSMUSG00000086739,0,0
ENSMUSG00000090361,0,0
ENSMUSG00000052581,0,0
ENSMUSG00000089503,0,0
ENSMUSG00000065212,0,0
ENSMUSG00000089445,0,0
ENSMUSG00000087136,0,0
ENSMUSG00000030043,0,0
ENSMUSG00000000627,0,0
ENSMUSG00000092527,0,0
ENSMUSG00000092964,0,0
ENSMUSG00000030037,0,0
ENSMUSG00000085782,0,0
ENSMUSG00000080449,0,0
ENSMUSG00000088031,0,0
ENSMUSG00000014542,0,0
ENSMUSG00000034783,0,0
ENSMUSG00000092177,0,0
ENSMUSG00000085794,0,0
ENSMUSG00000034777,0,0
ENSMUSG00000087995,0,0
ENSMUSG00000006269,0,0
ENSMUSG00000014747,0,0
ENSMUSG00000077332,0,0
ENSMUSG00000079501,0,0
ENSMUSG00000033788,0,0
ENSMUSG00000087001,0,0
ENSMUSG00000088560,0,0
ENSMUSG00000088849,0,0
ENSMUSG00000072952,0,0
ENSMUSG00000072950,0,0
ENSMUSG00000089262,0,0
ENSMUSG00000033726,0,0
ENSMUSG00000076012,0,0
ENSMUSG00000068302,0,0
ENSMUSG00000047013,0,0
ENSMUSG00000071341,0,0
ENSMUSG00000089634,0,0
ENSMUSG00000030001,0,0
ENSMUSG00000093162,0,0
ENSMUSG00000084613,0,0
ENSMUSG00000030050,0,0
ENSMUSG00000030049,0,0
ENSMUSG00000030048,0,0
ENSMUSG00000030046,0,0
ENSMUSG00000049409,0,0
ENSMUSG00000071332,0,0
ENSMUSG00000089997,0,0
ENSMUSG00000077852,0,0
ENSMUSG00000030054,0,0
ENSMUSG00000085703,0,0
ENSMUSG00000068689,0,0
ENSMUSG00000048206,0,0
ENSMUSG00000047046,0,0
ENSMUSG00000084582,0,0
ENSMUSG00000033182,0,0
ENSMUSG00000055403,0,0
ENSMUSG00000072917,0,0
ENSMUSG00000090254,0,0
ENSMUSG00000090013,0,0
ENSMUSG00000060416,0,0
ENSMUSG00000087799,0,0
ENSMUSG00000085988,0,0
ENSMUSG00000068235,0,0
ENSMUSG00000059546,0,0
ENSMUSG00000068230,0,0
ENSMUSG00000092311,0,0
ENSMUSG00000092237,0,0
ENSMUSG00000068232,0,0
ENSMUSG00000068231,0,0
ENSMUSG00000068234,0,0
ENSMUSG00000092228,0,0
ENSMUSG00000044248,0,0
ENSMUSG00000061653,0,0
ENSMUSG00000092303,0,0
ENSMUSG00000060724,0,0
ENSMUSG00000057592,0,0
ENSMUSG00000092450,0,0
ENSMUSG00000092588,0,0
ENSMUSG00000060151,0,0
ENSMUSG00000060816,0,0
ENSMUSG00000062546,0,0
ENSMUSG00000092552,0,0
ENSMUSG00000068228,0,0
ENSMUSG00000047203,0,0
ENSMUSG00000049694,0,0
ENSMUSG00000034456,0,0
ENSMUSG00000089781,0,0
ENSMUSG00000093052,0,0
ENSMUSG00000088379,0,0
ENSMUSG00000085624,0,0
ENSMUSG00000030093,0,0
ENSMUSG00000085727,0,0
ENSMUSG00000034063,0,0
ENSMUSG00000087317,0,0
ENSMUSG00000005892,0,0
ENSMUSG00000048636,0,0
ENSMUSG00000079462,0,0
ENSMUSG00000087573,0,0
ENSMUSG00000077180,0,0
ENSMUSG00000088630,0,0
ENSMUSG00000088627,0,0
ENSMUSG00000089069,0,0
ENSMUSG00000092767,0,0
ENSMUSG00000088595,0,0
ENSMUSG00000065063,0,0
ENSMUSG00000085413,0,0
ENSMUSG00000068180,0,0
ENSMUSG00000068181,0,0
ENSMUSG00000072878,0,0
ENSMUSG00000065239,0,0
ENSMUSG00000077598,0,0
ENSMUSG00000046500,0,0
ENSMUSG00000065728,0,0
